LimesLimits sites_LimesLimits_ID;final_groups_1_FINAL GROUP;Site_type;final_groups_LimesLimits_ID;LimesLimits sites_X_coordinate;LimesLimits sites_Y_coordinate;final_groups_X_coordinate;final_groups_Y_coordinate;Distance;final_groups_FINAL GROUP;obsolete
3170;8;"rural settlement; road";3125;120582;455352;118420;455380;2162,181306;6;FALSE
3171;8;rural settlement;780;131371;455393;132310;455180;962,8551293;1;FALSE
3171;8;rural settlement;782;131371;455393;131840;455790;614,4672489;5;FALSE
3171;8;rural settlement;783;131371;455393;132300;455900;1058,343045;6;FALSE
3171;8;rural settlement;784;131371;455393;130925;455725;556,0035971;3;FALSE
3171;8;rural settlement;786;131371;455393;131380;454100;1293,031322;4;FALSE
3171;8;rural settlement;837;131371;455393;133000;456460;1947,33921;1;FALSE
3171;8;rural settlement;847;131371;455393;129085;457210;2920,151537;6;FALSE
3171;8;"rural settlement; military settlement; road";4019;131371;455393;128819;456065;2638,993748;2;FALSE
3171;8;"rural settlement; road";779;131371;455393;132920;455100;1576,46757;4;FALSE
3171;8;"rural settlement; road";787;131371;455393;132040;454740;934,8636264;5;FALSE
3171;8;"rural settlement; road";3113;131371;455393;130710;454540;1079,133912;6;FALSE
3171;8;"rural settlement; road; 2 watchtowers; shipwreck(s)";785;131371;455393;129922;454638;1633,899018;6;FALSE
3171;8;"rural settlement; road; burial(s)";864;131371;455393;131550;455150;301,8111993;5;FALSE
3171;8;"rural settlement; watchtower";830;131371;455393;131950;456350;1118,521345;4;FALSE
3171;8;"rural settlement; watchtower?";835;131371;455393;128970;455270;2404,148498;5;FALSE
3171;8;rural settlement?;848;131371;455393;130050;457550;2529,365533;1;FALSE
3171;8;rural settlement?;863;131371;455393;129390;457050;2582,63625;1;FALSE
3171;8;"rural settlement?; cult site?";4017;131371;455393;132800;454000;1995,617699;5;FALSE
3175;10;rural settlement;3104;83769;452895;84383;451994;1090,319678;5;FALSE
3175;10;"rural settlement; burial(s); cult place?";3105;83769;452895;84300;452500;661,8051073;3;FALSE
3175;10;"rural settlement; burial(s)?";3102;83769;452895;82850;451400;1754,874924;7;FALSE
3175;10;rural settlement?;3108;83769;452895;82670;452440;1189,464585;2;FALSE
3176;8;rural settlement;788;136864;455899;134750;454450;2562,927428;3;FALSE
3176;8;rural settlement;1178;136864;455899;136650;455000;924,119581;2;FALSE
3176;8;rural settlement;1179;136864;455899;137000;455250;663,0965239;2;FALSE
3176;8;"rural settlement; road";3154;136864;455899;135035;453887;2719,077969;1;FALSE
3176;8;"rural settlement; road";3159;136864;455899;135335;453717;2664,388298;2;FALSE
4006;8;"road; civil / rural settlement?";4005;105150;460660;105930;458700;2109,502311;5;FALSE
4006;8;rural settlement;3072;105150;460660;103050;459960;2213,594362;5;FALSE
4006;8;"rural settlement; jetty?; road";3071;105150;460660;102790;460800;2364,148895;6;FALSE
4009;8;rural settlement?;3076;110330;456600;110570;454880;1736,663468;3;FALSE
4021;9;rural settlement;3018;89745;466180;90950;467810;2027,048347;6;FALSE
4021;9;rural settlement;3021;89745;466180;92120;467700;2819,756195;3;FALSE
4021;9;rural settlement;3025;89745;466180;92140;465170;2599,254701;2;FALSE
4021;9;rural settlement;3052;89745;466180;87250;466670;2542,661008;2;FALSE
4021;9;rural settlement;3129;89745;466180;91760;464120;2881,63582;5;FALSE
4021;9;rural settlement;3156;89745;466180;88236;464068;2595,693549;1;FALSE
4021;9;rural settlement;3157;89745;466180;89562;463811;2376,057659;3;FALSE
4021;9;rural settlement;3163;89745;466180;88550;468500;2609,679099;5;FALSE
4021;9;"rural settlement; burial(s); road";3051;89745;466180;88625;467825;1990,081657;6;FALSE
4021;9;rural settlement?;3158;89745;466180;88487;464384;2192,756256;1;FALSE
4021;9;"rural settlement?; burial(s)?";3147;89745;466180;89500;465800;452,1338297;3;FALSE
4022;9;"road; civil / rural settlement?";4005;105300;460400;105930;458700;1812,980971;5;FALSE
4022;9;rural settlement;3072;105300;460400;103050;459960;2292,61859;5;FALSE
4022;9;"rural settlement; jetty?; road";3071;105300;460400;102790;460800;2541,672678;6;FALSE
4022;9;"rural settlement; road";3074;105300;460400;107350;458300;2934,706118;6;FALSE
4023;9;rural settlement?;3076;110975;455225;110570;454880;532,0244355;3;FALSE
4064;9;rural settlement;3030;95510;462775;95150;464490;1752,376957;3;FALSE
4064;9;rural settlement;3031;95510;462775;95981;464496;1784,287533;1;FALSE
4064;9;rural settlement;3032;95510;462775;97080;465020;2739,511818;2;FALSE
4064;9;rural settlement;3033;95510;462775;97350;464600;2591,568058;1;FALSE
4064;9;rural settlement;3034;95510;462775;97000;464000;1928,918091;1;FALSE
4064;9;rural settlement;3035;95510;462775;95839;463833;1107,973375;1;FALSE
4064;9;rural settlement;3037;95510;462775;97100;462750;1590,196529;3;FALSE
4064;9;rural settlement;3039;95510;462775;97730;462600;2226,88684;3;FALSE
4064;9;rural settlement;3045;95510;462775;97050;463180;1592,364594;2;FALSE
4064;9;rural settlement;3063;95510;462775;92865;463130;2668,71692;6;FALSE
4064;9;rural settlement;3128;95510;462775;96768;463082;1294,918144;6;FALSE
4064;9;rural settlement;3146;95510;462775;94000;463425;1643,958637;1;FALSE
4064;9;rural settlement?;3064;95510;462775;94700;461540;1476,930939;2;FALSE
4064;9;rural settlement?;3112;95510;462775;96700;461180;1990,006281;3;FALSE
4064;9;rural settlement?;3145;95510;462775;94350;461760;1541,371143;1;FALSE
4066;9;"rural settlement; road";3074;109025;457650;107350;458300;1796,698361;6;FALSE
