LimesLimits_ID;Site_type;BM_GROUP;IMP_GROUP;DIV_AWG;DUR_GROUP;HOUSE_GROUP;HCLASS
95;rural settlement;2;5;3;0;0;5
96;rural settlement;2;7;5;2;1;5
97;rural settlement;1;6;4;0;0;3
99;rural settlement;2;7;5;2;0;5
100;rural settlement?;1;5;3;0;0;3
101;rural settlement;1;7;5;1;0;4
102;rural settlement;1;7;5;3;0;4
103;rural settlement;1;2;1;0;0;1
104;rural settlement;2;7;5;0;0;5
105;rural settlement;2;7;3;0;0;5
106;rural settlement;1;4;2;0;0;2
107;cult site;3;7;4;4;0;
108;castellum?;4;1;0;1;0;
109;rural settlement;1;6;3;1;0;3
110;rural settlement, stone-built;4;7;4;0;0;7
111;"rural settlement, stone-built; burial(s)";4;7;5;4;2;7
112;"rural settlement; burial(s)";3;7;5;4;3;6
113;"rural settlement, stone-built?; burial(s)";3;7;5;3;4;6
114;rural settlement;3;7;5;1;0;6
115;rural settlement;1;7;5;1;0;4
116;rural settlement?;1;1;0;0;0;1
117;rural settlement;1;5;3;0;0;3
118;rural settlement;1;7;4;3;0;4
120;rural settlement;1;7;5;1;0;4
121;rural settlement?;1;1;0;0;0;1
122;rural settlement;1;7;5;2;0;4
124;rural settlement;2;6;4;0;0;5
125;rural settlement?;1;1;0;0;0;1
126;rural settlement;1;3;2;0;0;2
127;rural settlement?;1;1;0;0;0;1
128;rural settlement?;1;1;0;0;0;1
129;rural settlement;1;5;3;0;0;3
131;rural settlement;1;7;5;3;0;4
132;rural settlement, stone-built;4;7;5;3;0;7
133;rural settlement;1;7;4;0;0;4
134;rural settlement, stone-built?;2;7;5;4;0;5
136;rural settlement;1;5;3;0;0;3
138;rural settlement;3;6;4;2;0;6
140;rural settlement;1;5;3;0;0;3
142;rural settlement;2;7;5;4;0;5
147;rural settlement?;1;1;0;0;0;1
148;rural settlement;1;7;5;0;0;4
150;rural settlement;2;7;5;1;0;5
151;burial(s);1;3;1;0;0;
152;"rural settlement; burial(s)";1;6;4;0;0;3
155;rural settlement;1;7;3;0;0;4
158;rural settlement;1;6;4;0;0;3
161;rural settlement;1;5;3;0;0;3
163;rural settlement;2;5;3;0;0;5
169;rural settlement;1;5;2;0;0;3
174;rural settlement;1;3;1;0;0;2
175;"rural settlement; burial(s)?";2;6;4;0;0;5
179;rural settlement;3;6;4;1;0;6
181;rural settlement;3;7;5;1;0;6
182;rural settlement;1;7;3;0;0;4
186;"castellum?; civil settlement?";4;7;5;2;0;
187;rural settlement;3;7;5;3;0;6
191;rural settlement;1;5;3;0;0;3
192;rural settlement;3;7;5;2;0;6
193;rural settlement;2;7;5;3;0;5
195;rural settlement;2;7;4;1;0;5
197;rural settlement;2;4;2;0;0;2
198;rural settlement;2;5;3;2;0;5
200;rural settlement;1;6;3;2;0;3
202;"rural settlement; burial(s)";1;5;2;0;0;3
206;rural settlement;1;7;5;2;0;4
207;burial(s);1;6;3;0;0;
208;rural settlement;1;2;1;0;0;1
209;rural settlement;1;5;3;0;0;3
210;rural settlement;2;7;5;3;0;5
211;rural settlement;1;4;2;1;0;2
216;rural settlement;1;2;1;0;0;1
218;rural settlement;1;5;2;0;0;3
219;rural settlement, stone-built?;1;3;2;0;0;2
221;rural settlement?;1;3;1;0;0;2
224;rural settlement?;1;1;0;0;0;1
225;rural settlement?;1;1;0;0;0;1
227;rural settlement?;1;1;0;0;0;1
229;rural settlement;1;7;5;3;0;4
231;rural settlement?;1;1;0;0;0;1
232;burial(s)?;1;5;1;0;0;
235;rural settlement?;1;5;2;0;0;3
237;"rural settlement; burial(s)";2;3;2;2;0;2
239;burial(s);1;6;3;1;0;
240;rural settlement;3;7;5;2;0;6
241;rural settlement;1;7;4;1;0;4
242;rural settlement;3;7;4;2;0;6
244;rural settlement;3;7;4;4;0;6
245;"rural settlement; burial(s)?";1;7;5;2;0;4
248;rural settlement;1;5;3;1;0;3
251;rural settlement;2;5;2;0;0;5
252;rural settlement;1;5;3;0;0;3
253;"rural settlement; burial(s)?";1;7;5;3;0;4
254;rural settlement;1;5;3;0;0;3
255;rural settlement;2;6;4;0;0;5
257;rural settlement;1;5;3;0;0;3
258;rural settlement;2;7;5;2;0;5
261;rural settlement;2;7;5;3;0;5
267;burial(s)?;1;1;0;0;0;
271;rural settlement?;2;6;4;0;0;5
273;rural settlement;4;7;5;1;0;7
276;rural settlement?;1;5;2;0;0;3
277;rural settlement;1;5;3;0;0;3
278;rural settlement;1;4;2;0;0;2
280;burial(s);1;1;0;0;0;
281;burial(s)?;1;4;1;0;0;
282;"rural settlement; burial(s)";3;7;5;4;0;6
285;rural settlement;2;6;4;0;0;5
289;rural settlement?;1;1;0;0;0;1
290;rural settlement?;1;1;0;0;0;1
291;rural settlement;3;7;5;2;0;6
293;rural settlement?;2;1;0;0;0;1
294;rural settlement?;1;1;0;0;0;1
297;rural settlement;2;7;4;0;0;5
298;rural settlement;1;7;5;0;0;4
299;"rural settlement; cult site?";1;7;5;3;0;4
300;rural settlement?;1;1;0;0;0;1
301;rural settlement;1;5;3;0;0;3
304;rural settlement;1;6;1;0;0;3
305;burial(s)?;1;5;1;0;0;
306;burial(s);1;6;3;0;0;
307;rural settlement;1;7;5;1;0;4
308;rural settlement;2;7;5;2;0;5
309;burial(s);1;5;2;1;0;
310;rural settlement;3;7;5;0;0;6
311;rural settlement;1;4;2;0;0;2
312;rural settlement;2;7;3;0;0;5
315;rural settlement, stone-built;4;7;5;2;0;7
316;rural settlement;2;7;4;1;0;5
317;rural settlement;1;7;5;1;0;4
318;burial(s)?;1;6;3;0;0;
319;rural settlement;1;4;2;0;0;2
320;rural settlement;2;7;3;0;0;5
321;"rural settlement; cult site?";2;7;5;4;2;5
323;"rural settlement; burial(s)?";2;7;5;3;0;5
324;rural settlement;1;7;5;3;0;4
325;rural settlement;1;7;4;2;0;4
326;"rural settlement; burial(s)?";2;7;5;2;0;5
327;rural settlement;1;7;5;1;0;4
328;rural settlement;1;7;5;2;0;4
329;rural settlement;1;5;3;0;0;3
330;rural settlement;1;4;2;0;0;2
331;rural settlement;3;6;3;3;0;6
332;rural settlement;1;4;2;3;0;2
333;rural settlement;1;6;3;0;0;3
334;rural settlement;1;5;3;0;0;3
335;"rural settlement; cult place?";1;6;4;1;0;3
336;rural settlement;1;7;5;2;0;4
337;rural settlement;1;6;4;2;0;3
338;rural settlement;2;7;5;0;0;5
339;rural settlement;2;7;4;0;0;5
340;rural settlement;1;7;4;0;0;4
341;rural settlement;3;5;3;0;0;6
342;rural settlement;3;2;1;2;0;6
343;burial(s);1;3;1;1;0;
344;"rural settlement; bridge?";1;7;5;1;0;4
345;rural settlement;1;1;0;0;0;1
346;rural settlement;1;3;2;0;0;2
348;rural settlement;1;7;4;1;0;4
349;rural settlement;3;7;5;1;0;6
350;rural settlement?;1;3;2;0;0;2
351;rural settlement;1;5;3;1;0;3
353;rural settlement?;1;1;0;0;0;1
354;rural settlement?;1;1;0;0;0;1
355;rural settlement?;1;1;0;0;0;1
356;rural settlement;1;7;5;1;0;4
357;rural settlement;1;7;4;1;0;4
358;rural settlement;1;7;4;2;0;4
359;rural settlement?;1;5;3;0;0;3
360;"rural settlement; burial(s)";2;7;5;3;0;5
361;rural settlement?;1;3;1;0;0;2
362;rural settlement?;1;1;0;0;0;1
363;rural settlement;1;1;0;0;0;1
364;rural settlement?;1;1;0;0;0;1
365;rural settlement;1;7;5;1;0;4
366;rural settlement;2;7;4;1;0;5
367;rural settlement;1;5;3;0;0;3
368;"rural settlement; burial(s)";3;6;4;1;0;6
369;"rural settlement; cult site?";3;7;5;3;0;6
370;rural settlement;3;7;5;2;0;6
371;burial(s)?;1;5;1;1;0;
372;rural settlement, stone-built?;3;7;5;3;0;6
373;rural settlement;3;7;5;3;0;6
374;rural settlement;1;7;4;0;0;4
375;rural settlement;2;6;3;0;0;5
376;rural settlement;1;7;4;1;0;4
378;rural settlement;2;5;3;1;0;5
379;rural settlement;1;2;1;0;0;1
380;rural settlement;1;4;2;0;0;2
381;rural settlement;1;5;2;0;0;3
382;rural settlement;1;7;5;0;0;4
383;rural settlement;1;5;3;2;0;3
384;rural settlement;1;5;3;0;0;3
385;rural settlement;1;5;3;0;0;3
386;rural settlement;1;5;3;0;0;3
387;rural settlement;3;7;5;0;0;6
388;rural settlement;2;6;3;0;0;5
389;rural settlement;2;7;4;0;0;5
390;"rural settlement; burial(s)";1;3;2;0;0;2
391;rural settlement;2;7;4;0;0;5
392;rural settlement;2;7;5;3;0;5
393;rural settlement;1;7;4;0;0;4
394;rural settlement;1;6;3;0;0;3
395;rural settlement;1;7;4;0;0;4
396;rural settlement;2;7;5;1;0;5
397;rural settlement;3;5;3;0;0;6
398;rural settlement;1;5;2;0;0;3
399;burial(s);1;7;5;1;0;
403;rural settlement;3;6;2;1;0;6
404;rural settlement;1;4;2;0;0;2
406;rural settlement;3;4;2;2;0;6
407;rural settlement;1;2;1;0;0;1
408;rural settlement;1;7;3;0;0;4
410;rural settlement;2;7;5;0;0;5
411;rural settlement;2;7;3;3;0;5
412;rural settlement;2;5;3;0;0;5
413;"rural settlement?; burial(s)";2;5;2;1;0;5
414;rural settlement;1;7;4;3;0;4
415;"rural settlement; burial(s)?";2;6;3;0;0;5
416;rural settlement;1;7;5;2;0;4
417;rural settlement;1;4;2;0;0;2
418;"rural settlement; burial(s)?";1;3;2;0;0;2
419;rural settlement;1;3;2;0;0;2
420;rural settlement;2;7;4;0;0;5
421;"rural settlement; road?";3;7;5;3;0;6
422;"rural settlement, stone-built; burial(s)";3;7;5;2;2;6
423;rural settlement;2;7;4;1;0;5
424;rural settlement;3;7;4;2;0;6
425;rural settlement;2;7;5;1;0;5
426;rural settlement;2;7;5;0;0;5
427;rural settlement;2;7;5;0;0;5
429;rural settlement;1;7;5;0;0;4
430;rural settlement;1;5;3;0;0;3
431;rural settlement;3;7;5;1;0;6
432;"rural settlement, stone-built?; burial(s)?";3;5;3;0;0;6
433;rural settlement;2;5;3;4;0;5
434;rural settlement;1;5;3;0;0;3
435;rural settlement?;1;1;0;0;0;1
436;rural settlement;1;5;2;1;0;3
437;rural settlement;1;6;4;0;0;3
438;rural settlement, stone-built;4;6;4;0;0;7
439;rural settlement;1;5;3;1;0;3
440;"rural settlement; burial(s)?";3;7;5;0;0;6
441;rural settlement?;1;1;0;0;0;1
442;rural settlement;1;7;5;0;0;4
443;rural settlement;1;7;5;0;0;4
445;rural settlement;1;5;3;0;0;3
446;rural settlement;1;1;0;0;0;1
448;rural settlement;2;6;4;0;0;5
450;rural settlement;1;5;3;0;0;3
451;rural settlement;2;7;4;1;0;5
452;rural settlement;1;6;2;0;0;3
453;"rural settlement; burial(s)";2;7;5;0;1;5
454;rural settlement;1;5;3;1;0;3
455;rural settlement;2;5;3;1;0;5
458;"rural settlement; burial(s)";3;7;5;2;0;6
461;rural settlement;2;7;4;4;0;5
462;rural settlement;1;6;4;2;0;3
463;rural settlement;1;7;4;1;0;4
464;rural settlement;1;5;2;3;0;3
465;rural settlement;1;5;3;4;0;3
466;rural settlement;2;7;5;1;0;5
467;rural settlement;2;7;5;1;0;5
468;"rural settlement; watchtower?";3;7;5;0;0;6
469;rural settlement;1;5;3;3;0;3
470;rural settlement;1;5;2;1;0;3
471;rural settlement;2;7;4;0;0;5
472;"rural settlement; pottery kiln(s)";1;7;5;0;2;4
473;rural settlement;2;6;4;0;0;5
474;rural settlement;2;7;5;0;0;5
475;rural settlement;2;7;5;0;0;5
476;rural settlement, stone-built?;1;7;5;4;0;4
477;rural settlement;1;6;4;0;0;3
478;rural settlement;1;7;4;3;0;4
479;rural settlement;2;7;5;0;0;5
480;rural settlement;1;5;2;1;0;3
481;rural settlement;1;7;5;2;0;4
482;rural settlement;1;7;5;0;0;4
483;rural settlement;1;7;5;0;0;4
484;rural settlement;4;6;2;2;0;7
485;rural settlement;2;7;5;0;0;5
486;rural settlement?;1;7;3;0;0;4
487;rural settlement?;1;1;0;0;0;1
488;rural settlement;1;7;5;3;0;4
489;rural settlement;1;5;3;3;0;3
490;rural settlement;2;6;4;2;0;5
491;rural settlement;2;6;4;4;0;5
492;rural settlement;1;7;4;0;0;4
493;rural settlement;1;7;5;1;0;4
495;rural settlement;1;5;3;0;0;3
496;rural settlement;2;7;5;0;0;5
497;rural settlement;1;7;5;0;0;4
498;rural settlement;3;6;3;2;0;6
499;"rural settlement; burial(s)";1;5;3;2;3;3
500;"rural settlement; burial(s)";1;1;0;4;5;1
502;castellum;4;7;5;0;0;
503;rural settlement;3;7;4;0;0;6
504;road;2;6;4;0;0;
505;castellum;3;3;1;1;0;
506;rural settlement;1;7;5;0;0;4
507;rural settlement;2;7;5;0;0;5
508;rural settlement;2;6;4;1;0;5
509;"rural settlement; road?";1;7;5;0;0;4
510;rural settlement;1;6;4;0;0;3
511;rural settlement;2;7;5;0;0;5
512;rural settlement;2;7;5;1;3;5
513;"rural settlement; stone-built?";4;7;5;0;0;7
514;rural settlement;1;7;5;0;0;4
515;rural settlement;4;7;5;1;0;7
516;rural settlement;1;7;5;3;0;4
517;"rural settlement; burial(s)";1;7;5;0;4;4
518;rural settlement;1;5;3;2;0;3
519;rural settlement;3;3;2;0;1;6
520;burial(s);1;7;5;0;0;
521;rural settlement?;1;1;0;2;0;1
522;burial(s);1;3;1;0;0;
523;rural settlement;1;3;2;0;0;2
524;rural settlement;3;6;4;0;0;6
529;rural settlement;2;7;4;0;0;5
530;rural settlement;1;1;0;3;0;1
532;rural settlement;1;5;1;1;0;3
534;rural settlement?;1;3;1;1;0;2
536;castellum?;2;6;1;1;0;
537;"civil settlement?; cult site?";1;7;5;0;0;
538;rural settlement;1;5;3;1;0;3
539;rural settlement;1;6;2;3;0;3
540;rural settlement?;1;3;1;4;0;2
541;rural settlement?;1;1;0;0;0;1
542;rural settlement?;1;1;0;0;0;1
543;rural settlement;1;5;3;2;0;3
544;rural settlement;1;1;0;1;0;1
546;rural settlement;1;1;0;2;0;1
547;"castellum; civil settlement; burial(s)";3;7;5;2;0;
548;rural settlement;2;7;5;0;0;5
549;rural settlement;1;6;4;0;0;3
550;rural settlement;1;7;4;1;0;4
552;rural settlement;1;5;3;3;0;3
553;"rural settlement?; burial(s)";2;7;4;2;0;5
554;rural settlement;1;7;4;1;0;4
556;rural settlement;1;7;5;2;0;4
557;rural settlement?;1;3;2;1;0;2
558;rural settlement;2;7;5;4;0;5
559;rural settlement;2;7;5;0;0;5
560;rural settlement;4;7;5;4;1;7
561;rural settlement;1;4;2;1;0;2
562;rural settlement;3;6;4;0;0;6
563;rural settlement;1;3;2;0;0;2
564;rural settlement;1;4;1;0;0;2
565;rural settlement;1;4;2;1;0;2
566;rural settlement;1;4;1;0;0;2
567;rural settlement;1;4;1;0;0;2
568;rural settlement;3;6;4;0;0;6
569;rural settlement;1;6;3;0;0;3
570;rural settlement;3;6;1;0;0;6
571;rural settlement;1;6;1;4;0;3
572;rural settlement;1;6;4;0;0;3
573;rural settlement;1;2;1;0;1;1
574;rural settlement;1;6;4;0;0;3
575;rural settlement?;1;2;1;0;0;1
576;rural settlement;2;6;4;0;0;5
577;rural settlement;1;7;3;0;0;4
578;rural settlement;1;6;4;1;0;3
579;rural settlement;1;6;4;0;0;3
580;rural settlement?;1;1;0;3;0;1
582;rural settlement;1;4;1;1;0;2
583;"rural settlement; burial(s)";2;6;4;1;0;5
585;rural settlement;1;7;5;2;0;4
586;rural settlement;1;7;5;0;0;4
587;rural settlement?;1;6;2;0;0;3
588;rural settlement?;1;2;1;1;0;1
589;rural settlement;2;6;4;1;0;5
590;rural settlement;2;7;5;0;0;5
591;rural settlement;1;4;2;0;0;2
592;rural settlement;1;5;3;1;0;3
593;rural settlement;1;6;4;3;0;3
594;rural settlement;1;1;0;0;0;1
595;rural settlement;1;7;5;1;0;4
596;rural settlement;3;7;5;0;0;6
597;rural settlement?;1;5;3;0;0;3
598;rural settlement?;1;3;2;0;0;2
599;rural settlement?;1;4;2;0;0;2
600;rural settlement?;1;5;3;0;0;3
601;rural settlement;2;6;4;3;0;5
603;"rural settlement?; cult site?";2;5;3;0;0;5
604;"rural settlement; road?";1;7;5;0;0;4
606;rural settlement;3;7;5;0;0;6
607;"rural settlement; burial(s)?";2;6;4;0;0;5
608;"rural settlement; burial(s)?";3;5;3;1;0;6
609;rural settlement;1;7;5;0;0;4
610;rural settlement?;1;5;1;0;0;3
611;rural settlement;3;6;4;3;0;6
612;rural settlement;1;6;4;3;3;3
613;rural settlement, stone-built;4;7;3;4;0;7
614;rural settlement;1;6;3;1;0;3
615;rural settlement;1;2;1;0;0;1
616;"rural settlement; burial(s)";1;7;4;0;0;4
617;rural settlement;1;7;5;2;0;4
619;rural settlement, stone-built;4;6;4;1;0;7
620;rural settlement, stone-built?;4;7;5;2;0;7
621;rural settlement;2;5;2;0;0;5
622;rural settlement;3;7;3;0;0;6
626;rural settlement;2;5;3;3;0;5
628;rural settlement;2;6;4;2;1;5
629;rural settlement;3;7;5;0;0;6
630;rural settlement;2;6;4;0;0;5
631;rural settlement;3;7;5;1;0;6
632;rural settlement;1;5;3;0;0;3
633;rural settlement;1;6;3;0;0;3
635;deposit;1;1;0;1;0;
636;rural settlement;2;6;4;0;0;5
637;rural settlement;3;4;2;0;0;6
640;rural settlement;1;3;2;0;0;2
641;rural settlement;3;4;2;0;0;6
643;rural settlement;1;6;4;0;0;3
644;"rural settlement; burial(s)?";1;6;4;0;0;3
645;rural settlement;1;5;3;0;0;3
646;rural settlement;1;5;3;0;0;3
647;"rural settlement; burial(s)?";1;5;2;0;0;3
648;rural settlement;1;5;3;0;0;3
649;rural settlement;1;5;3;0;0;3
650;rural settlement;1;2;1;0;0;1
651;rural settlement;2;6;4;1;0;5
653;rural settlement;4;7;5;0;0;7
654;"rural settlement; burial(s)?";1;5;3;1;0;3
655;rural settlement;1;4;2;0;0;2
656;rural settlement;2;6;4;0;0;5
657;rural settlement;1;7;3;0;0;4
659;rural settlement;2;6;4;0;0;5
660;rural settlement;2;6;4;3;0;5
661;rural settlement, stone-built;4;6;3;1;0;7
662;rural settlement;1;5;3;0;0;3
663;rural settlement;3;6;4;0;0;6
664;rural settlement;2;6;4;2;0;5
665;"rural settlement; burial(s)?";1;5;3;3;0;3
666;rural settlement;1;6;4;1;0;3
667;"rural settlement; burial(s)";1;7;5;0;0;4
668;rural settlement;1;6;4;1;0;3
669;rural settlement;1;6;3;0;1;3
671;rural settlement;2;7;5;1;0;5
672;rural settlement;3;6;4;1;0;6
673;rural settlement;1;5;3;0;0;3
674;"rural settlement, stone-built?; burial(s)?";3;7;5;0;0;6
676;rural settlement;4;7;5;0;0;7
677;"rural settlement; burial(s)?";2;7;5;0;0;5
678;"rural settlement; burial(s)";2;6;4;0;0;5
679;rural settlement;2;6;4;0;0;5
680;rural settlement;1;4;2;0;0;2
681;rural settlement;1;5;3;0;0;3
682;rural settlement;3;7;5;0;1;6
683;rural settlement;1;4;2;0;0;2
684;rural settlement;1;6;4;0;0;3
686;burial(s);1;3;2;0;0;
687;castellum;4;6;3;1;0;
689;burial(s)?;1;5;2;2;0;
691;burial(s);1;5;2;0;0;
692;rural settlement;1;7;4;0;0;4
695;rural settlement;2;7;5;0;0;5
697;rural settlement;2;7;5;0;0;5
699;"rural settlement; burial(s)?";4;7;5;0;0;7
700;rural settlement;1;6;3;1;0;3
701;rural settlement;1;4;2;1;0;2
702;rural settlement;3;6;4;0;0;6
703;rural settlement;2;6;4;0;0;5
704;rural settlement;1;6;3;0;0;3
705;rural settlement;1;6;3;2;0;3
706;rural settlement;1;6;3;0;0;3
707;rural settlement;1;5;2;1;0;3
708;rural settlement;1;5;3;0;0;3
709;rural settlement;1;4;2;2;0;2
710;rural settlement;4;7;5;4;0;7
711;rural settlement;2;5;3;3;0;5
712;rural settlement;1;5;3;1;0;3
713;rural settlement;1;6;3;1;0;3
714;burial(s);1;5;2;3;0;
715;"rural settlement; burial(s)";2;6;4;0;0;5
716;"cult site; civil settlement?";4;7;5;0;0;
717;"rural settlement; burial(s)";3;7;5;0;0;6
718;rural settlement, stone-built?;3;5;3;0;0;6
719;"rural settlement; burial(s)";1;6;4;0;0;3
720;rural settlement;3;6;4;2;0;6
722;"cult site; rural settlement?";3;4;2;0;0;6
723;burial(s)?;1;5;2;0;0;
724;"rural settlement; burial(s)";3;5;3;0;0;6
725;"rural settlement, stone-built; burial(s); military settlement?";4;7;5;2;2;7
727;rural settlement;1;7;4;0;0;4
729;rural settlement;2;6;4;0;0;5
730;rural settlement, stone-built;4;7;5;1;0;7
731;rural settlement, stone-built?;4;7;5;3;0;7
732;rural settlement;2;7;5;0;0;5
733;"castellum; road; burial(s)";1;6;4;1;0;
734;castra;3;7;3;0;0;
735;rural settlement;2;7;3;0;0;5
736;road?;2;5;2;0;0;
737;"rural settlement; burial(s)";2;7;5;0;3;5
739;"castra; road";3;7;4;2;4;
740;rural settlement;1;5;3;0;0;3
742;rural settlement;3;6;4;0;0;6
743;rural settlement;3;7;5;0;0;6
744;rural settlement;1;7;4;0;0;4
745;rural settlement;3;6;4;0;0;6
746;rural settlement;1;4;2;3;0;2
747;rural settlement;1;4;2;0;0;2
748;rural settlement;1;7;5;0;0;4
749;rural settlement;2;7;5;1;0;5
750;rural settlement;3;5;3;0;0;6
751;rural settlement;2;7;5;1;3;5
752;rural settlement;1;5;3;1;0;3
753;rural settlement;2;4;2;3;0;2
754;rural settlement;1;4;2;0;0;2
755;rural settlement;1;5;3;1;0;3
756;rural settlement;1;5;3;0;0;3
757;"rural settlement; burial(s)";2;5;3;0;0;5
758;rural settlement;2;6;4;0;0;5
759;rural settlement, stone-built;4;4;1;4;0;7
760;rural settlement, stone-built?;4;5;3;4;0;7
761;rural settlement;3;7;4;0;0;6
762;rural settlement, stone-built?;3;1;0;3;0;6
763;"castellum?; waterworks";4;4;1;0;0;
764;"rural settlement; cult site?";3;6;4;2;0;6
766;rural settlement;1;6;3;1;0;3
767;rural settlement;4;6;4;3;0;7
768;rural settlement?;1;3;1;3;0;2
771;rural settlement;1;3;2;0;0;2
772;rural settlement;2;5;3;0;0;5
776;rural settlement;1;7;4;2;0;4
777;rural settlement, stone-built;4;7;5;3;3;7
779;"rural settlement; road";1;7;5;0;0;4
780;rural settlement;1;1;0;0;0;1
781;castellum;3;7;4;3;0;
782;rural settlement;2;7;4;0;0;5
783;rural settlement;3;5;3;0;0;6
784;rural settlement;1;5;3;0;0;3
785;"rural settlement; road; 2 watchtowers; shipwreck(s)";3;7;5;0;0;6
786;rural settlement;1;7;5;0;1;4
787;"rural settlement; road";2;7;4;1;1;5
788;rural settlement;1;6;3;0;0;3
789;rural settlement;1;7;4;2;0;4
790;rural settlement;1;7;5;0;0;4
791;rural settlement;1;7;4;0;0;4
792;rural settlement?;1;5;2;0;0;3
793;rural settlement;2;7;5;2;0;5
794;rural settlement;1;7;5;0;0;4
795;"rural settlement; burial(s)?";3;7;5;0;0;6
796;rural settlement;3;7;5;1;0;6
797;rural settlement;1;7;4;0;0;4
798;rural settlement;1;2;1;0;0;1
799;rural settlement;2;7;5;1;0;5
800;rural settlement;2;7;4;0;0;5
801;rural settlement;2;6;4;1;3;5
802;rural settlement;4;7;5;3;1;7
803;rural settlement;3;6;3;0;0;6
804;rural settlement?;2;6;2;0;0;5
805;rural settlement;3;7;5;0;0;6
806;rural settlement;1;2;1;0;0;1
807;rural settlement;2;7;5;0;0;5
808;rural settlement;1;7;5;0;0;4
809;"rural settlement; burial(s)";3;7;5;2;1;6
810;rural settlement?;1;4;2;1;0;2
811;rural settlement;1;6;3;0;0;3
814;rural settlement?;1;1;0;3;0;1
816;rural settlement;1;3;2;0;0;2
817;rural settlement;1;6;4;1;0;3
818;rural settlement;1;3;2;1;0;2
819;rural settlement;1;4;2;3;0;2
820;rural settlement;2;6;3;4;0;5
821;rural settlement;1;5;2;1;0;3
822;bridge;1;1;0;2;0;
823;rural settlement;1;3;2;0;0;2
824;rural settlement;3;7;5;0;0;6
825;rural settlement?;1;1;0;0;0;1
826;rural settlement;1;6;4;0;0;3
827;rural settlement;1;3;2;1;0;2
828;rural settlement;1;3;1;0;0;2
829;road;1;1;0;2;0;
830;"rural settlement; watchtower";1;7;5;0;0;4
831;rural settlement;1;4;2;0;2;2
832;rural settlement;1;2;1;0;0;1
